Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0)
1659,527359010,1041.0,6.947937068614969,702.0,0.0,NA,3,1Fam,TA,No,0,1,TA,143.0,384.0,175.0,ALQ,Rec,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,AsphShn,NA,Gd,1,CBlock,1,Typ,539.0,2,TA,Unf,TA,Attchd,1743.0,7.463363045520021,2,GasA,Gd,2Story,1,TA,Lvl,Gtl,11700.0,15.516352089877774,Inside,Reg,0.0,060,RL,365.0,BrkFace,NA,0.0,6,NWAmes,0.0,6,6,Y,0.0,NA,CompShg,Mansard,Normal,WD,0.0,Pave,7,2.5,702.0,224.0,2445.0,18.80267555927534,AllPub,224.0,1968,1968,2007,175000.0,12.072541252905651
1660,527359080,1142.0,7.040536390215956,793.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,793.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,252.0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,Typ,550.0,2,TA,RFn,TA,Attchd,1935.0,7.5678626054638825,1,GasA,TA,2Story,1,TA,Lvl,Gtl,12384.0,15.661739637342018,CulDSac,Reg,0.0,060,RL,233.0,BrkFace,NA,0.0,11,NWAmes,113.0,7,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,793.0,365.0,2728.0,19.329818971637973,AllPub,0.0,1976,1976,2007,197900.0,12.195517131590657
1661,527359160,1324.0,7.188412736496954,0.0,0.0,NA,3,1Fam,TA,Gd,0,1,Gd,0.0,624.0,604.0,GLQ,Rec,Y,PosN,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,Fa,1,CBlock,2,Typ,585.0,2,TA,Fin,TA,Attchd,1324.0,7.188412736496954,0,GasA,TA,SLvl,1,Gd,Lvl,Gtl,8991.0,14.853113304846843,CulDSac,IR1,0.0,080,RL,130.0,Stone,NA,0.0,2,NWAmes,36.0,6,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.5,1228.0,443.0,2552.0,19.00745582136822,AllPub,407.0,1976,1976,2007,174000.0,12.066810578196666
1662,527377110,1084.0,6.988413181999592,793.0,0.0,NA,4,1Fam,TA,No,1,0,TA,0.0,931.0,153.0,ALQ,LwQ,Y,PosN,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,TA,1,CBlock,2,Typ,488.0,2,TA,Unf,TA,Attchd,1877.0,7.537430036586509,1,GasA,TA,2Story,1,TA,Lvl,Gtl,8000.0,14.56456052231581,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,11,NWAmes,96.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,3.5,1084.0,96.0,2961.0,19.731911616846364,AllPub,0.0,1974,1974,2007,178900.0,12.09458226949681
1663,527402090,576.0,6.3561076606958915,533.0,0.0,NA,3,1Fam,TA,Av,0,1,TA,23.0,349.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,AsphShn,GdWo,NA,0,CBlock,1,Typ,288.0,1,TA,Unf,TA,BuiltIn,1109.0,7.011213987350367,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,10500.0,15.241719128077742,FR2,Reg,0.0,080,RL,82.0,BrkFace,NA,0.0,12,Names,0.0,7,5,Y,0.0,NA,CompShg,Gambrel,Normal,WD,0.0,Pave,5,1.5,372.0,35.0,1481.0,16.53183365709179,AllPub,35.0,1971,2005,2007,139000.0,11.842229212112828
1664,527402150,981.0,6.8885724595653635,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,664.0,282.0,35.0,ALQ,LwQ,Y,Norm,Norm,SBrkr,40.0,TA,TA,Plywood,Plywood,NA,NA,0,CBlock,1,Typ,576.0,2,TA,Unf,TA,Detchd,981.0,6.8885724595653635,1,GasA,TA,1Story,1,TA,Lvl,Gtl,10530.0,15.248921792104442,Corner,IR1,0.0,020,RL,0.0,None,NA,0.0,3,Names,312.0,5,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,2.5,981.0,352.0,1962.0,17.77769665844217,AllPub,0.0,1971,1971,2007,143250.0,11.872346634576987
1665,527402240,725.0,6.586171654854675,754.0,0.0,NA,4,1Fam,TA,No,1,0,TA,99.0,626.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,484.0,2,TA,Fin,TA,Attchd,1479.0,7.2991214627108,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,7472.0,14.397407849631652,CulDSac,IR1,0.0,060,RL,138.0,BrkFace,NA,0.0,6,Names,32.0,9,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,725.0,32.0,2204.0,18.31376005333743,AllPub,0.0,1972,2004,2007,184000.0,12.122691036591123
1666,527403310,1422.0,7.259819610363186,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,359.0,566.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,GdWo,NA,0,CBlock,1,Min2,576.0,2,TA,Unf,TA,Detchd,1422.0,7.259819610363186,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9457.0,14.979016731566496,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,9,Names,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.0,925.0,252.0,2347.0,18.60872982813513,AllPub,252.0,1970,1990,2007,155000.0,11.951180395901384
1667,527404050,914.0,6.81783057145415,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,214.0,81.0,619.0,ALQ,GLQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,368.0,1,Gd,RFn,TA,Attchd,914.0,6.81783057145415,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7920.0,14.539884716065599,Inside,Reg,0.0,020,RL,32.0,BrkFace,NA,0.0,10,Names,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.0,914.0,120.0,1828.0,17.45769827175796,AllPub,120.0,1970,2002,2007,133000.0,11.79810440720389
1668,527404100,950.0,6.856461984594587,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,251.0,412.0,287.0,BLQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,MetalSd,NA,NA,0,CBlock,1,Typ,280.0,1,TA,Unf,TA,Detchd,950.0,6.856461984594587,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9758.0,15.057404358580117,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,7,Names,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.0,950.0,0.0,1900.0,17.63188483658565,AllPub,0.0,1971,1971,2007,119500.0,11.691071650353702
1669,527404140,872.0,6.77078942390898,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,858.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,GdWo,NA,0,CBlock,1,Typ,480.0,4,TA,Unf,TA,Detchd,872.0,6.77078942390898,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8294.0,14.65337621103628,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,6,Names,0.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.0,858.0,0.0,1730.0,17.21156834847181,AllPub,0.0,1971,1971,2007,123000.0,11.719939634354555
1670,527404150,858.0,6.754604099487962,0.0,0.0,NA,2,1Fam,TA,No,0,0,TA,536.0,322.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,684.0,1,TA,Unf,TA,Detchd,858.0,6.754604099487962,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7340.0,14.353960986630128,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,6,Names,0.0,6,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,1.0,858.0,0.0,1716.0,17.175502053183543,AllPub,0.0,1971,1971,2007,110000.0,11.608235644774552
1671,527425025,914.0,6.81783057145415,0.0,0.0,NA,2,1Fam,TA,No,0,0,TA,600.0,314.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,GdWo,NA,0,BrkTil,1,Typ,270.0,1,TA,Unf,Fa,Basment,914.0,6.81783057145415,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,17199.0,16.518583335038137,FR2,Reg,0.0,020,RL,0.0,None,NA,0.0,7,Names,0.0,7,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,1.0,914.0,140.0,1828.0,17.45769827175796,AllPub,140.0,1961,1961,2007,128000.0,11.759785542901755
1672,527425140,864.0,6.761572768804055,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,248.0,616.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,GdWo,NA,0,PConc,1,Typ,528.0,2,TA,Unf,TA,Detchd,864.0,6.761572768804055,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9000.0,14.855599984056148,FR2,Reg,0.0,020,RL,0.0,None,NA,0.0,5,Names,0.0,6,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.0,864.0,0.0,1728.0,17.206430349229205,AllPub,0.0,1971,1971,2007,120500.0,11.699405031912846
1673,527427090,767.0,6.642486801367256,0.0,0.0,NA,1,TwnhsE,TA,Av,1,0,Gd,0.0,584.0,139.0,GLQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,PConc,1,Typ,367.0,1,TA,Fin,TA,Attchd,767.0,6.642486801367256,0,GasA,Ex,SFoyer,1,TA,Lvl,Gtl,4058.0,12.952563853872752,Inside,Reg,0.0,120,RH,182.0,BrkFace,NA,0.0,6,Names,40.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,723.0,160.0,1490.0,16.55793995809078,AllPub,120.0,1998,1998,2007,133000.0,11.79810440720389
1674,527427160,1337.0,7.198183577101943,0.0,0.0,NA,2,TwnhsE,TA,Mn,0,0,Gd,1337.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,TA,1,PConc,2,Typ,511.0,2,TA,Fin,TA,Attchd,1337.0,7.198183577101943,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4113.0,12.983484431914647,Inside,IR1,0.0,120,RH,0.0,None,NA,0.0,7,Names,68.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,1337.0,204.0,2674.0,19.23272673443046,AllPub,136.0,2001,2001,2007,155000.0,11.951180395901384
1675,527427200,1337.0,7.198183577101943,0.0,0.0,NA,2,TwnhsE,TA,No,1,0,Gd,475.0,930.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,TA,1,PConc,2,Typ,522.0,2,TA,Fin,TA,Attchd,1337.0,7.198183577101943,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10943.0,15.3462456666877,FR2,IR2,0.0,120,RH,0.0,None,NA,0.0,10,Names,68.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,3.0,1405.0,68.0,2742.0,19.354739821796844,AllPub,0.0,1997,1998,2007,177000.0,12.083905011555967
1676,527450030,525.0,6.263398262591624,567.0,0.0,NA,3,TwnhsI,TA,No,0,0,TA,213.0,312.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,264.0,1,TA,Unf,TA,Detchd,1092.0,6.9957661563048505,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2205.0,11.594385962883832,Inside,Reg,0.0,160,RM,567.0,BrkFace,NA,0.0,2,BrDale,0.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1.5,525.0,144.0,1617.0,16.91351312818413,AllPub,144.0,1973,1973,2007,113500.0,11.639558115903595
1677,527450150,672.0,6.51025834052315,546.0,0.0,NA,3,TwnhsI,TA,No,0,0,TA,316.0,356.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,264.0,1,TA,Unf,TA,Detchd,1218.0,7.1049654482698426,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1890.0,11.264059578165222,Inside,Reg,0.0,160,RM,285.0,BrkFace,NA,0.0,5,BrDale,28.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1.5,672.0,172.0,1890.0,17.608011487188,AllPub,144.0,1973,1973,2007,113000.0,11.635143097694478
1678,527450220,672.0,6.51025834052315,546.0,0.0,NA,4,TwnhsI,TA,No,0,0,TA,672.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,264.0,1,TA,Unf,TA,Detchd,1218.0,7.1049654482698426,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,2058.0,11.445912861550974,Inside,Reg,0.0,160,RM,265.0,BrkFace,NA,0.0,12,BrDale,28.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1.5,672.0,28.0,1890.0,17.608011487188,AllPub,0.0,1973,1973,2007,113700.0,11.641318679738628
1679,527451020,630.0,6.4457198193855785,672.0,0.0,NA,3,TwnhsE,TA,No,0,0,TA,630.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,2,Typ,440.0,2,TA,Unf,TA,Detchd,1302.0,7.171656822768514,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2016.0,11.40173847575744,Inside,Reg,0.0,160,RM,304.0,BrkFace,NA,0.0,4,BrDale,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,630.0,0.0,1932.0,17.707610108806424,AllPub,0.0,1970,1970,2007,106000.0,11.571194373094205
1680,527451170,765.0,6.639875833826536,600.0,0.0,NA,2,TwnhsE,TA,No,1,0,TA,294.0,471.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Min1,440.0,2,TA,Unf,TA,Detchd,1365.0,7.21890970761906,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,1920.0,11.297573360672123,Inside,Reg,0.0,160,RM,376.0,BrkFace,NA,0.0,8,BrDale,36.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,765.0,276.0,2130.0,18.155060764405075,AllPub,240.0,1971,1971,2007,122500.0,11.715866308966918
1681,527452100,958.0,6.86484777797086,0.0,0.0,NA,2,TwnhsE,TA,No,0,0,Gd,958.0,120.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,Typ,440.0,2,TA,RFn,TA,Attchd,958.0,6.86484777797086,0,GasA,TA,1Story,1,TA,Lvl,Gtl,4928.0,13.402759517649931,Inside,IR1,0.0,120,RL,0.0,None,NA,0.0,2,NPkVill,205.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,1078.0,205.0,2036.0,17.946981159610758,AllPub,0.0,1976,1976,2007,128000.0,11.759785542901755
1682,527453010,804.0,6.6895992691789665,744.0,0.0,NA,3,TwnhsE,TA,No,1,0,Gd,248.0,556.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,BrkComm,NA,TA,1,CBlock,2,Typ,440.0,2,TA,Unf,TA,Detchd,1548.0,7.344719054149673,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,2308.0,11.693198012349914,Corner,Reg,0.0,160,RL,0.0,None,NA,0.0,7,NPkVill,0.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,3.5,804.0,48.0,2352.0,18.618780376616872,AllPub,48.0,1976,1976,2007,155000.0,11.951180395901384
1683,527455030,1055.0,6.961296045910167,0.0,0.0,NA,2,TwnhsI,TA,No,0,0,Gd,423.0,632.0,6.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,BrkComm,NA,NA,0,CBlock,2,Typ,319.0,1,TA,Unf,TA,Attchd,1055.0,6.961296045910167,0,GasA,TA,1Story,1,TA,Lvl,Gtl,2304.0,11.68943542395397,Inside,Reg,0.0,120,RL,0.0,None,NA,0.0,4,NPkVill,32.0,7,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,1061.0,140.0,2116.0,18.124541843511242,AllPub,108.0,1978,1978,2007,142500.0,11.867097278690842
1684,527455250,988.0,6.895682697747868,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,263.0,725.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,360.0,1,TA,Unf,TA,Detchd,988.0,6.895682697747868,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7150.0,14.290172788714193,Inside,Reg,0.0,020,RL,52.0,BrkFace,NA,0.0,11,Names,0.0,6,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,2.0,988.0,0.0,1976.0,17.810110669812023,AllPub,0.0,1966,1966,2007,129250.0,11.769503792370676
1685,528102050,1816.0,7.504391559161238,0.0,0.0,NA,3,1Fam,TA,Gd,1,0,Ex,639.0,1151.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,730.0,3,TA,Fin,TA,Attchd,1816.0,7.504391559161238,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12469.0,15.679298906330027,FR2,Reg,0.0,020,RL,378.0,Stone,NA,0.0,8,NridgHt,36.0,5,9,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,7,3.0,1790.0,222.0,3606.0,20.726170809121722,AllPub,186.0,2006,2007,2007,356000.0,12.782686009834167
1686,528102090,1828.0,7.510977752014095,0.0,0.0,NA,3,1Fam,TA,Av,0,0,Ex,1774.0,48.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,CemntBd,CemntBd,NA,Gd,1,PConc,2,Typ,774.0,3,TA,Unf,TA,Attchd,1828.0,7.510977752014095,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11694.0,15.515043256934593,Inside,Reg,0.0,020,RL,452.0,BrkFace,NA,0.0,7,NridgHt,108.0,5,9,Y,0.0,NA,CompShg,Hip,Partial,New,260.0,Pave,9,2.0,1822.0,368.0,3650.0,20.788648171500704,AllPub,0.0,2007,2007,2007,314813.0,12.659734090733718
1687,528102100,1694.0,7.434847875211999,0.0,0.0,NA,3,1Fam,TA,No,0,0,Ex,1694.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,818.0,3,TA,Fin,TA,Attchd,1694.0,7.434847875211999,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12030.0,15.58742382365696,Inside,Reg,0.0,020,RL,254.0,BrkFace,NA,0.0,12,NridgHt,228.0,5,8,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,7,2.0,1694.0,396.0,3388.0,20.407309890584038,AllPub,168.0,2007,2007,2007,318000.0,12.669806661762314
1688,528102120,1694.0,7.434847875211999,0.0,0.0,NA,3,1Fam,TA,Mn,0,0,Ex,1694.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CemntBd,NA,Gd,1,PConc,2,Typ,856.0,3,TA,RFn,TA,Attchd,1694.0,7.434847875211999,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11825.0,15.543482967023289,Inside,Reg,0.0,020,RL,302.0,Stone,NA,0.0,6,NridgHt,112.0,5,8,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,7,2.0,1694.0,112.0,3388.0,20.407309890584038,AllPub,0.0,2006,2007,2007,322400.0,12.68354828961461
1689,528102130,1734.0,7.458186157340487,0.0,0.0,NA,3,1Fam,TA,No,1,0,Ex,730.0,1004.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,928.0,3,TA,RFn,TA,Attchd,1734.0,7.458186157340487,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12085.0,15.599098148936385,Inside,Reg,0.0,020,RL,328.0,Stone,NA,0.0,11,NridgHt,0.0,5,8,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,7,3.0,1734.0,0.0,3468.0,20.526179689727297,AllPub,0.0,2007,2007,2007,318000.0,12.669806661762314
1690,528104010,2122.0,7.660114319173928,0.0,0.0,NA,2,1Fam,TA,Gd,1,0,Gd,590.0,1518.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,938.0,3,TA,Fin,TA,Attchd,2122.0,7.660114319173928,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14333.0,16.03956411087007,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,11,NridgHt,142.0,5,8,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,7,3.5,2108.0,272.0,4230.0,21.560612008784233,AllPub,130.0,2007,2007,2007,345474.0,12.752672666102043
1691,528106040,2121.0,7.659642954564682,0.0,0.0,NA,3,1Fam,TA,Gd,0,0,Ex,2121.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,CemntBd,CemntBd,NA,Ex,1,PConc,2,Typ,732.0,3,TA,Fin,TA,Attchd,2121.0,7.659642954564682,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,14450.0,16.060742476952374,Inside,Reg,0.0,020,RL,315.0,BrkFace,NA,0.0,5,NridgHt,98.0,5,9,Y,0.0,NA,CompShg,Gable,Partial,New,142.0,Pave,8,2.5,2121.0,364.0,4242.0,21.575664788079084,AllPub,124.0,2006,2007,2007,415298.0,12.936751613811438
1692,528106050,1943.0,7.57198844937744,713.0,0.0,NA,3,1Fam,TA,Gd,1,0,Ex,630.0,1304.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,CemntBd,CemntBd,NA,Gd,1,PConc,2,Typ,1040.0,3,TA,RFn,TA,Attchd,2656.0,7.884576510596324,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13641.0,15.911026643701627,Inside,Reg,0.0,060,RL,456.0,BrkFace,NA,0.0,12,NridgHt,58.0,5,9,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,8,3.5,1934.0,326.0,4590.0,21.99805895987301,AllPub,268.0,2007,2007,2007,492000.0,13.106233995474446
1693,528106060,1148.0,7.045776576879511,1402.0,0.0,NA,4,1Fam,TA,No,0,0,Ex,1108.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,670.0,3,TA,Fin,TA,BuiltIn,2550.0,7.843848638152472,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13440.0,15.872591222496805,Inside,Reg,0.0,060,RL,190.0,BrkFace,NA,0.0,3,NridgHt,39.0,5,8,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,11,2.5,1108.0,159.0,3658.0,20.799942886517844,AllPub,120.0,2006,2007,2007,338931.0,12.733551825822538
1694,528106110,2046.0,7.6236419465115715,0.0,0.0,NA,2,1Fam,TA,Gd,1,0,Ex,564.0,1430.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,NA,Gd,2,PConc,2,Typ,878.0,3,TA,Fin,TA,Attchd,2046.0,7.6236419465115715,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,15431.0,16.232483425032566,Inside,Reg,0.0,020,RL,400.0,BrkFace,NA,0.0,8,NridgHt,65.0,5,10,Y,0.0,NA,CompShg,Hip,Normal,WD,175.0,Pave,7,3.5,1994.0,428.0,4040.0,21.31759972987615,AllPub,188.0,2005,2006,2007,450000.0,13.017002861746503
1695,528108160,1071.0,6.976348070447749,1101.0,0.0,NA,3,1Fam,Gd,No,0,0,Ex,1063.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,947.0,3,TA,RFn,TA,Attchd,2172.0,7.683403681053826,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14154.0,16.006859960562302,Corner,Reg,0.0,060,RL,350.0,BrkFace,NA,0.0,8,NridgHt,62.0,5,7,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,9,2.5,1063.0,254.0,3235.0,20.173573001019694,AllPub,192.0,2006,2006,2007,280000.0,12.542544882151386
1696,528110040,2552.0,7.844632644464681,0.0,0.0,NA,3,1Fam,TA,Gd,1,0,Ex,740.0,1812.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,NA,Ex,2,PConc,2,Typ,932.0,3,TA,Fin,TA,Attchd,2552.0,7.844632644464681,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,13891.0,15.958126895168148,Inside,Reg,0.0,020,RL,456.0,Stone,NA,0.0,10,NridgHt,28.0,5,9,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,8,3.0,2552.0,158.0,5104.0,22.57732500966967,AllPub,130.0,2007,2007,2007,479069.0,13.079599916123216
