Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice
1483,907425015,848.0,0.0,0,NA,1,TwnhsE,TA,Gd,1,0,Gd,151.0,697.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,1,Typ,420.0,2,TA,RFn,TA,Attchd,848.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4426.0,Inside,Reg,0.0,120,RM,147.0,BrkFace,NA,0.0,5,CollgCr,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,3,848.0,AllPub,149.0,2004,2004,2008,141000
1484,907425030,848.0,0.0,0,NA,1,TwnhsE,TA,Av,1,0,Gd,186.0,662.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,1,Typ,420.0,2,TA,RFn,TA,Attchd,848.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4438.0,Inside,Reg,0.0,120,RM,205.0,BrkFace,NA,0.0,1,CollgCr,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,3,848.0,AllPub,149.0,2004,2004,2008,149000
1485,907425035,848.0,0.0,0,NA,1,TwnhsE,TA,Gd,1,0,Gd,186.0,662.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,1,Typ,420.0,2,TA,Fin,TA,Attchd,848.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4438.0,Inside,Reg,0.0,120,RM,169.0,BrkFace,NA,0.0,6,CollgCr,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,ConLD,0.0,Pave,4,848.0,AllPub,140.0,2004,2004,2008,144500
1486,908102030,796.0,0.0,0,NA,2,1Fam,TA,No,0,0,Fa,796.0,0.0,0.0,Unf,Unf,Y,Feedr,Norm,FuseA,164.0,TA,TA,MetalSd,Wd Sdng,MnPrv,NA,0,CBlock,1,Typ,0.0,0,NA,NA,NA,NA,796.0,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8777.0,Inside,Reg,0.0,030,RL,0.0,None,NA,0.0,5,Edwards,0.0,7,5,P,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,796.0,AllPub,328.0,1910,1950,2008,85000
1487,908102040,1272.0,928.0,0,NA,4,Duplx,TA,No,2,0,TA,188.0,1084.0,0.0,ALQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,GdPrv,NA,0,CBlock,2,Typ,0.0,0,NA,NA,NA,NA,2200.0,2,GasA,Gd,1.5Fin,2,TA,Lvl,Gtl,8777.0,Inside,Reg,0.0,090,RL,0.0,None,NA,0.0,9,Edwards,70.0,7,5,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,1272.0,AllPub,0.0,1900,2003,2008,145900
1488,908102140,1092.0,0.0,0,NA,3,1Fam,TA,No,0,0,TA,483.0,609.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,Typ,264.0,1,TA,Unf,TA,Attchd,1092.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9825.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,4,Edwards,0.0,5,5,Y,0.0,NA,CompShg,Hip,Abnorml,COD,161.0,Pave,6,1092.0,AllPub,259.0,1966,1966,2008,123000
1489,908102260,1256.0,0.0,0,NA,3,1Fam,TA,No,1,0,TA,136.0,830.0,290.0,BLQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,276.0,1,TA,Fin,TA,Attchd,1256.0,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,9937.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,6,Edwards,68.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1256.0,AllPub,736.0,1965,1965,2008,147500
1490,908103260,1033.0,0.0,0,NA,3,1Fam,Gd,Gd,0,1,Gd,0.0,456.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,NA,NA,0,CBlock,1,Typ,504.0,2,TA,RFn,Fa,BuiltIn,1033.0,0,GasA,Ex,SFoyer,1,TA,Lvl,Gtl,12102.0,Inside,Reg,0.0,085,RL,222.0,BrkFace,NA,0.0,4,Edwards,0.0,5,5,Y,0.0,NA,CompShg,Gable,Family,WD,0.0,Pave,6,456.0,AllPub,224.0,1976,1976,2008,165000
1491,908103280,1127.0,0.0,0,NA,3,1Fam,Ex,No,0,1,TA,94.0,1033.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,138.0,TA,TA,HdBoard,Plywood,NA,Po,1,CBlock,1,Typ,480.0,2,TA,Unf,TA,Detchd,1127.0,1,GasA,TA,1Story,1,TA,Lvl,Gtl,6500.0,Inside,Reg,0.0,020,RL,84.0,BrkFace,NA,0.0,5,Edwards,0.0,6,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,1127.0,AllPub,0.0,1976,1976,2008,135000
1492,908127120,996.0,0.0,0,NA,3,1Fam,TA,No,1,0,TA,706.0,290.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,WdShing,WdShing,NA,Gd,1,CBlock,1,Typ,0.0,0,NA,NA,NA,NA,996.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,13907.0,Inside,Reg,0.0,030,RL,0.0,None,NA,0.0,7,Edwards,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,996.0,AllPub,144.0,1940,1969,2008,108000
1493,908128050,1181.0,0.0,0,NA,3,1Fam,TA,Av,1,0,Gd,38.0,920.0,180.0,BLQ,Rec,Y,Norm,Norm,SBrkr,180.0,TA,TA,Plywood,Plywood,MnPrv,NA,0,CBlock,2,Typ,588.0,2,TA,RFn,TA,Detchd,1181.0,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,10012.0,Inside,Reg,0.0,085,RL,0.0,None,NA,0.0,4,Edwards,0.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1138.0,AllPub,0.0,1972,1972,2008,137500
1494,908128110,760.0,896.0,0,NA,3,1Fam,TA,No,0,0,Gd,746.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,397.0,2,TA,Fin,TA,BuiltIn,1656.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,6931.0,Inside,Reg,0.0,060,RL,92.0,Stone,NA,0.0,7,Edwards,128.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,746.0,AllPub,178.0,2003,2004,2008,165400
1495,908151040,1117.0,0.0,0,NA,3,1Fam,TA,Av,1,0,TA,541.0,368.0,120.0,ALQ,Rec,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,Fa,1,CBlock,1,Typ,542.0,2,TA,RFn,TA,Attchd,1117.0,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,9638.0,CulDSac,IR1,0.0,080,RL,0.0,None,NA,0.0,11,Edwards,0.0,6,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,1029.0,AllPub,292.0,1977,1977,2008,147000
1496,908152110,684.0,714.0,0,NA,3,1Fam,TA,Av,0,0,TA,396.0,288.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,MnPrv,TA,1,CBlock,1,Typ,440.0,2,TA,Fin,TA,Attchd,1398.0,1,GasA,TA,2Story,1,TA,Lvl,Gtl,7200.0,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,2,Edwards,0.0,7,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,684.0,AllPub,0.0,1976,2001,2008,160500
1497,908152270,1132.0,0.0,0,NA,2,1Fam,TA,No,1,0,Gd,108.0,1024.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,451.0,2,TA,Fin,TA,Attchd,1132.0,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7024.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,6,Edwards,64.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1132.0,AllPub,252.0,2005,2005,2008,176000
1499,908154235,4692.0,950.0,0,NA,3,1Fam,TA,Gd,2,0,Ex,466.0,5644.0,0.0,GLQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,Ex,Stucco,Stucco,NA,Gd,3,PConc,2,Typ,1418.0,2,TA,Fin,TA,Attchd,5642.0,1,GasA,Ex,2Story,1,Ex,Bnk,Gtl,63887.0,Corner,IR3,0.0,060,RL,796.0,Stone,NA,0.0,1,Edwards,292.0,5,10,Y,480.0,Gd,ClyTile,Hip,Partial,New,0.0,Pave,12,6110.0,AllPub,214.0,2008,2008,2008,160000
1500,908186040,1072.0,0.0,0,NA,2,TwnhsE,TA,Gd,1,0,Gd,88.0,459.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,525.0,2,TA,RFn,TA,Basment,1072.0,0,GasA,Ex,SLvl,1,TA,Lvl,Gtl,3675.0,Inside,Reg,0.0,180,RM,80.0,BrkFace,NA,0.0,6,Edwards,28.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,547.0,AllPub,0.0,2005,2005,2008,148000
1501,908201100,1152.0,0.0,0,NA,2,Duplx,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,N,Norm,Norm,FuseP,0.0,TA,TA,AsbShng,Plywood,NA,NA,0,PConc,2,Typ,0.0,0,NA,NA,NA,NA,1152.0,0,GasA,TA,1Story,2,Fa,Lvl,Gtl,6040.0,Inside,Reg,0.0,090,RL,0.0,None,NA,0.0,6,Edwards,0.0,5,4,N,0.0,NA,CompShg,Gable,AdjLand,WD,0.0,Pave,6,0.0,AllPub,0.0,1955,1955,2008,82000
1502,908201110,1152.0,0.0,0,NA,2,Duplx,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,N,Norm,Norm,SBrkr,0.0,Fa,TA,AsbShng,Plywood,NA,NA,0,PConc,2,Typ,0.0,0,NA,NA,NA,NA,1152.0,0,GasA,TA,1Story,2,TA,Lvl,Gtl,6012.0,Corner,Reg,0.0,090,RL,0.0,None,NA,0.0,6,Edwards,0.0,5,4,N,0.0,NA,CompShg,Gable,AdjLand,WD,0.0,Pave,6,0.0,AllPub,0.0,1955,1955,2008,82000
1503,908201120,1440.0,0.0,0,NA,4,Duplx,TA,No,0,0,TA,1307.0,133.0,0.0,ALQ,Unf,N,Norm,Norm,FuseF,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,CBlock,2,Typ,0.0,0,NA,NA,NA,NA,1440.0,0,GasA,TA,1Story,2,Fa,Lvl,Gtl,12108.0,Inside,Reg,0.0,090,RL,270.0,BrkFace,NA,0.0,9,Edwards,0.0,4,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,1440.0,AllPub,0.0,1955,1955,2008,118000
1504,908204160,1152.0,0.0,0,NA,2,Duplx,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,N,Norm,Norm,FuseF,0.0,TA,TA,WdShing,WdShing,NA,NA,0,Slab,2,Typ,0.0,0,NA,NA,NA,NA,1152.0,0,GasA,TA,1Story,2,TA,Lvl,Gtl,6845.0,Inside,Reg,0.0,090,RL,58.0,BrkCmn,NA,0.0,7,Edwards,0.0,5,4,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,0.0,AllPub,0.0,1955,1955,2008,82500
1505,908225170,784.0,0.0,0,NA,2,2FmCon,TA,Av,1,0,TA,0.0,784.0,0.0,ALQ,Unf,N,Norm,Norm,FuseP,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,1,Typ,0.0,0,NA,NA,NA,NA,784.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,6931.0,Inside,Reg,0.0,190,RL,0.0,None,NA,0.0,5,Edwards,0.0,5,4,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,4,784.0,AllPub,112.0,1955,1955,2008,91900
1506,908226120,585.0,468.0,0,NA,2,1Fam,TA,No,0,0,TA,585.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,FuseF,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,PConc,1,Typ,0.0,0,NA,NA,NA,NA,1053.0,1,GasA,Gd,1.5Fin,1,Ex,Lvl,Gtl,12180.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,1,Edwards,0.0,7,5,N,0.0,NA,CompShg,Gable,Family,WD,0.0,Pave,5,585.0,AllPub,42.0,1938,2007,2008,120000
1507,908250040,929.0,208.0,0,NA,4,1Fam,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,Y,Norm,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,NA,NA,0,Slab,1,Min1,0.0,0,NA,NA,NA,NA,1137.0,1,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,8050.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,4,Edwards,0.0,8,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,0.0,AllPub,0.0,1947,1993,2008,96000
1508,908250090,930.0,0.0,0,NA,2,1Fam,TA,No,0,0,Gd,144.0,767.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,MnPrv,NA,0,CBlock,1,Typ,286.0,1,TA,RFn,TA,Attchd,930.0,0,GasA,TA,1Story,1,TA,Bnk,Mod,9520.0,Inside,Reg,0.0,020,RL,115.0,Stone,Gar2,3000.0,5,Edwards,0.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,911.0,AllPub,134.0,1953,1953,2008,99000
1509,908275130,768.0,432.0,0,NA,3,1Fam,TA,No,0,0,TA,416.0,352.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,Typ,240.0,1,TA,Unf,TA,Detchd,1200.0,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,11767.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,5,Edwards,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,768.0,AllPub,0.0,1946,1995,2008,130500
1510,908275180,997.0,473.0,0,NA,4,1Fam,TA,No,0,0,TA,941.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,PConc,2,Typ,548.0,1,TA,Unf,TA,Detchd,1470.0,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,8172.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,5,Edwards,0.0,6,4,Y,0.0,NA,CompShg,Gable,Normal,WD,156.0,Pave,7,941.0,AllPub,0.0,1954,1972,2008,135000
1511,908275280,872.0,521.0,0,NA,3,1Fam,TA,No,0,0,TA,816.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,NA,NA,0,PConc,1,Typ,300.0,1,TA,Unf,TA,Attchd,1393.0,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,16466.0,Inside,IR1,0.0,050,RL,0.0,None,NA,0.0,4,Edwards,0.0,7,5,Y,0.0,NA,CompShg,Gable,Normal,WD,265.0,Pave,8,816.0,AllPub,121.0,1955,1955,2008,135500
1512,908276140,1204.0,0.0,0,NA,3,1Fam,TA,Av,0,0,Ex,416.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,FuseA,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,1,Typ,312.0,1,TA,Unf,TA,Basment,1204.0,0,GasA,Gd,SLvl,1,TA,Bnk,Mod,7692.0,Inside,Reg,0.0,080,RL,0.0,None,NA,0.0,11,Edwards,0.0,6,4,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,6,416.0,AllPub,0.0,1954,1954,2008,100000
1513,909100150,949.0,343.0,0,NA,3,1Fam,TA,No,0,0,TA,725.0,224.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,183.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,PConc,1,Typ,205.0,1,TA,Unf,TA,Detchd,1292.0,1,GasA,TA,1.5Fin,1,Gd,Lvl,Gtl,5142.0,Inside,Reg,0.0,030,RL,0.0,None,NA,0.0,6,Edwards,0.0,7,4,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,949.0,AllPub,0.0,1923,2008,2008,108000
1514,909100170,864.0,0.0,0,NA,2,1Fam,TA,No,1,0,TA,396.0,468.0,0.0,Rec,Unf,N,Norm,Norm,FuseA,96.0,TA,TA,Stucco,Stucco,NA,NA,0,CBlock,1,Typ,0.0,0,NA,NA,NA,NA,864.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,5604.0,Inside,Reg,0.0,030,RL,0.0,None,NA,0.0,4,Edwards,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,864.0,AllPub,0.0,1925,1950,2008,98000
1515,909101060,864.0,0.0,0,Grvl,2,1Fam,TA,No,1,0,TA,823.0,41.0,0.0,BLQ,Unf,N,Norm,Norm,FuseF,100.0,TA,TA,Stucco,Stucco,NA,NA,0,BrkTil,1,Typ,0.0,0,NA,NA,NA,NA,864.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8248.0,Inside,Reg,0.0,030,RL,0.0,None,NA,0.0,9,Edwards,0.0,3,3,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,864.0,AllPub,0.0,1914,1950,2008,67000
1516,909101180,936.0,780.0,0,Grvl,6,2FmCon,Fa,No,1,0,TA,570.0,210.0,0.0,Rec,Unf,N,Norm,Norm,SBrkr,0.0,Fa,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,0.0,0,NA,NA,NA,NA,1716.0,0,GasA,Ex,2Story,1,Fa,Bnk,Gtl,5687.0,Inside,Reg,0.0,190,RL,0.0,None,NA,0.0,3,SWISU,184.0,6,5,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,780.0,AllPub,0.0,1912,2000,2008,135900
1517,909131170,810.0,672.0,0,NA,4,1Fam,TA,No,0,0,TA,516.0,156.0,0.0,BLQ,Unf,N,Norm,Norm,SBrkr,254.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,BrkTil,2,Typ,400.0,1,TA,Unf,TA,Detchd,1482.0,0,GasA,TA,2Story,1,Fa,Lvl,Gtl,12155.0,Inside,IR1,0.0,070,RH,0.0,None,NA,0.0,3,SWISU,0.0,8,6,P,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,672.0,AllPub,0.0,1925,1950,2008,140000
1518,909175050,1052.0,720.0,0,NA,4,1Fam,TA,No,0,0,TA,342.0,378.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,Gd,1,PConc,2,Typ,240.0,1,TA,Unf,TA,Detchd,2192.0,1,GasA,Ex,2.5Fin,1,Gd,Bnk,Mod,8400.0,Inside,Reg,420.0,075,RL,0.0,None,NA,0.0,7,SWISU,24.0,8,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,720.0,AllPub,262.0,1939,1997,2008,179500
1519,909175100,1390.0,304.0,0,NA,4,1Fam,TA,No,0,0,TA,758.0,423.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,128.0,TA,TA,MetalSd,MetalSd,NA,Gd,1,PConc,2,Typ,576.0,2,TA,Unf,TA,Detchd,1694.0,0,GasA,Fa,1.5Fin,1,TA,Bnk,Gtl,8400.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,6,SWISU,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1181.0,AllPub,342.0,1925,1950,2008,136500
1520,909177120,1424.0,0.0,0,NA,2,1Fam,TA,No,0,0,TA,1228.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,90.0,TA,TA,WdShing,WdShing,NA,Gd,1,BrkTil,2,Typ,312.0,1,TA,Unf,TA,Attchd,1424.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7290.0,Corner,Reg,0.0,030,RL,174.0,BrkFace,NA,0.0,4,SWISU,0.0,8,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1228.0,AllPub,0.0,1921,1950,2008,168000
1521,909201110,1024.0,940.0,0,NA,4,1Fam,TA,Av,0,0,TA,940.0,0.0,0.0,Unf,Unf,N,Norm,Norm,FuseA,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,PConc,1,Typ,0.0,0,NA,NA,NA,NA,1964.0,1,GasA,TA,2Story,1,TA,Bnk,Gtl,8525.0,Inside,Reg,0.0,070,RH,0.0,None,NA,0.0,11,SWISU,192.0,6,5,N,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,7,940.0,AllPub,0.0,1911,1950,2008,130000
1522,909250040,990.0,1611.0,0,NA,4,1Fam,Fa,No,0,0,TA,612.0,0.0,0.0,Unf,Unf,Y,Feedr,Norm,SBrkr,301.0,TA,TA,MetalSd,Wd Sdng,NA,NA,0,BrkTil,3,Typ,621.0,2,TA,RFn,TA,BuiltIn,2601.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,9842.0,Inside,Reg,0.0,070,RL,0.0,None,NA,0.0,5,SWISU,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,612.0,AllPub,183.0,1921,1998,2008,189000
1523,909250230,960.0,960.0,0,NA,4,Duplx,TA,No,2,0,TA,0.0,281.0,679.0,ALQ,Rec,Y,Norm,Norm,SBrkr,121.0,TA,TA,Stucco,Stucco,NA,Gd,2,BrkTil,2,Typ,480.0,2,TA,Unf,TA,Detchd,1920.0,2,GasA,Ex,2.5Unf,2,TA,Lvl,Gtl,7804.0,Inside,Reg,0.0,090,RL,0.0,None,NA,0.0,7,SWISU,0.0,7,6,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,10,960.0,AllPub,248.0,1930,1950,2008,161900
1524,909251080,672.0,644.0,0,NA,2,1Fam,TA,No,1,0,TA,265.0,379.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,BrkTil,1,Typ,369.0,1,TA,Unf,TA,Detchd,1316.0,0,GasA,Ex,2Story,1,TA,Bnk,Gtl,8969.0,Inside,Reg,0.0,070,RL,0.0,None,NA,0.0,7,Crawfor,0.0,6,6,P,0.0,NA,CompShg,Gambrel,Normal,WD,192.0,Pave,6,644.0,AllPub,0.0,1926,1950,2008,145000
1525,909251090,1423.0,748.0,0,NA,3,1Fam,TA,No,0,0,Ex,588.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,Gd,1,BrkTil,2,Min1,672.0,2,TA,Fin,TA,Detchd,2555.0,0,GasA,Fa,2.5Fin,1,TA,Bnk,Mod,11526.0,Inside,IR1,384.0,070,RL,0.0,None,NA,0.0,9,Crawfor,0.0,7,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,11,588.0,AllPub,431.0,1922,1994,2008,191000
1526,909252110,840.0,840.0,0,NA,4,1Fam,TA,No,0,0,Gd,840.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,160.0,TA,TA,Wd Sdng,Plywood,NA,NA,0,BrkTil,2,Typ,308.0,1,TA,Unf,TA,Attchd,1680.0,0,GasA,Ex,2Story,1,TA,Lvl,Gtl,15576.0,Inside,Reg,0.0,070,RL,0.0,None,NA,0.0,3,Crawfor,0.0,7,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,840.0,AllPub,0.0,1915,1976,2008,177000
1527,909252220,676.0,588.0,0,NA,3,1Fam,TA,No,0,0,Gd,676.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,WdShing,NA,NA,0,BrkTil,1,Typ,400.0,2,TA,Unf,TA,Detchd,1264.0,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,15564.0,Inside,Reg,0.0,050,RL,0.0,None,Shed,400.0,1,Crawfor,0.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,676.0,AllPub,424.0,1914,1995,2008,147500
1528,909253190,790.0,0.0,0,NA,2,1Fam,TA,Mn,0,0,Gd,384.0,384.0,0.0,Rec,Unf,N,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,BrkTil,1,Typ,160.0,1,TA,Unf,Fa,Detchd,790.0,0,GasA,TA,1Story,1,TA,Bnk,Gtl,6292.0,Inside,Reg,0.0,030,RL,0.0,None,NA,0.0,4,SWISU,141.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,768.0,AllPub,0.0,1930,1950,2008,91000
1529,909254050,798.0,714.0,0,NA,3,1Fam,TA,No,1,0,Fa,392.0,406.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,41.0,Gd,Gd,Stucco,Stucco,GdPrv,Gd,1,PConc,2,Typ,180.0,1,TA,Unf,TA,Detchd,1512.0,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7609.0,Corner,Reg,0.0,070,RL,0.0,None,NA,0.0,6,Crawfor,16.0,9,8,P,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,798.0,AllPub,85.0,1925,1997,2008,231000
