Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Mo Sold (box-cox-1.0),Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,TotRms AbvGrd (box-cox-0.0),Total Bath,Total Bath (box-cox-0.5),Total Bsmt SF,Total Porch SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0.0)
1583,916403230,1509.0,0.0,0.0,NA,3,1Fam,3,3,1,0,4,678.0,783.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,HdBoard,HdBoard,0,2,1,CBlock,2,7,600.0,2,3,2,3,Attchd,1509.0,0,GasA,4,SLvl,1,3,Lvl,2,10200.0,Inside,3,0.0,080,RL,219.0,BrkFace,NA,0.0,8,7.0,Timber,0.0,4,5,2,0.0,0,CompShg,Gable,Abnorml,WD,0.0,Pave,5,1.6094379124341003,3.0,1.4641016151377544,1461.0,224.0,3,224.0,1988,1989,2008,175000.0,12.072541252905651
1584,916455120,1440.0,0.0,0.0,NA,3,1Fam,3,3,1,0,5,403.0,1029.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,467.0,2,3,3,3,Attchd,1440.0,0,GasA,4,1Story,1,3,Lvl,2,11202.0,Inside,2,0.0,020,RL,206.0,BrkFace,NA,0.0,6,5.0,Timber,95.0,4,7,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1432.0,280.0,3,185.0,2003,2003,2008,232500.0,12.356645504009547
1585,916460060,1675.0,0.0,0.0,NA,3,1Fam,3,2,1,0,5,443.0,1223.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,435.0,2,3,2,3,Attchd,1675.0,0,GasA,4,1Story,1,3,Lvl,2,7915.0,Inside,2,0.0,020,RL,0.0,None,NA,0.0,12,11.0,Timber,52.0,4,5,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1666.0,217.0,3,165.0,1999,2000,2008,195000.0,12.180754837545884
1586,916477020,1482.0,780.0,0.0,NA,4,1Fam,3,4,1,0,4,611.0,871.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,2,PConc,2,7,749.0,3,3,3,3,Attchd,2262.0,1,GasA,4,2Story,1,3,Lvl,2,12244.0,Inside,3,0.0,060,RL,226.0,Stone,NA,0.0,8,7.0,Timber,0.0,4,7,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,10,2.302585092994046,3.5,1.7416573867739413,1482.0,168.0,3,168.0,2003,2003,2008,305000.0,12.628067055589549
1587,921126030,1728.0,0.0,0.0,NA,3,1Fam,3,3,1,0,4,873.0,1011.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,520.0,2,3,3,3,Attchd,1728.0,0,GasA,4,1Story,1,3,HLS,2,11449.0,Inside,2,0.0,020,RL,0.0,None,NA,0.0,1,0.0,Timber,276.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1884.0,276.0,3,0.0,2007,2007,2008,298751.0,12.60736572950259
1588,921201060,1964.0,0.0,0.0,NA,3,1Fam,3,3,1,0,5,393.0,1571.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,892.0,3,3,3,3,Attchd,1964.0,1,GasA,4,1Story,1,3,Lvl,2,11447.0,Inside,2,0.0,020,RL,674.0,BrkFace,NA,0.0,6,5.0,Timber,265.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,1964.0,265.0,3,0.0,2005,2006,2008,370000.0,12.821258284620408
1589,923202005,1344.0,0.0,0.0,NA,2,Duplx,4,4,2,0,4,35.0,1309.0,0.0,6,1,Y,Norm,Norm,4,0.0,3,2,VinylSd,VinylSd,0,0,0,PConc,2,7,784.0,4,3,3,3,Attchd,1344.0,0,GasA,4,SFoyer,2,2,Lvl,2,8940.0,Corner,2,0.0,090,RM,200.0,BrkFace,NA,0.0,11,10.0,Mitchel,0.0,4,6,2,0.0,0,CompShg,Gable,Alloca,WD,0.0,Pave,8,2.0794415416798357,4.0,2.0,1344.0,0.0,3,0.0,1997,1998,2008,209200.0,12.251046011172905
1590,923202015,1344.0,0.0,0.0,NA,2,Duplx,4,4,2,0,4,35.0,1309.0,0.0,6,1,Y,Norm,Norm,4,0.0,3,2,VinylSd,VinylSd,0,0,0,PConc,2,7,784.0,4,3,3,3,Attchd,1344.0,0,GasA,4,SFoyer,2,2,Lvl,2,7060.0,Inside,3,0.0,090,RM,200.0,BrkFace,NA,0.0,11,10.0,Mitchel,0.0,4,6,2,0.0,0,CompShg,Gable,Alloca,WD,0.0,Pave,8,2.0794415416798357,4.0,2.0,1344.0,0.0,3,0.0,1997,1998,2008,206300.0,12.237086699059343
1591,923202137,1092.0,0.0,0.0,NA,2,1Fam,3,1,0,0,4,1092.0,0.0,0.0,1,1,Y,Feedr,Artery,4,0.0,2,2,VinylSd,VinylSd,0,0,0,PConc,1,7,0.0,0,0,0,0,NA,1092.0,0,GasA,4,1Story,1,2,Lvl,2,9278.0,FR2,3,0.0,020,RL,0.0,None,NA,0.0,2,1.0,Mitchel,52.0,4,4,2,0.0,0,CompShg,Gable,Abnorml,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,1092.0,52.0,3,0.0,2007,2008,2008,146000.0,11.891361900690473
1592,923203140,1189.0,0.0,0.0,NA,2,TwnhsE,3,1,1,0,5,325.0,864.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,PConc,2,7,392.0,2,3,2,3,Attchd,1189.0,0,GasA,4,1Story,1,2,Lvl,2,4500.0,FR2,3,0.0,120,RM,197.0,BrkFace,NA,0.0,4,3.0,Mitchel,122.0,4,5,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,4,1.3862943611198906,3.0,1.4641016151377544,1189.0,122.0,3,0.0,1997,1997,2008,160500.0,11.986049221552207
1593,923204040,1200.0,0.0,0.0,NA,3,1Fam,3,3,1,0,4,88.0,865.0,247.0,5,2,Y,Norm,Norm,4,0.0,2,2,HdBoard,HdBoard,0,0,0,CBlock,1,7,850.0,3,3,3,3,2Types,1200.0,0,GasA,3,SFoyer,1,2,Lvl,2,14137.0,Corner,3,0.0,085,RL,98.0,BrkFace,NA,0.0,11,10.0,Mitchel,119.0,4,3,2,0.0,0,CompShg,Gable,Normal,ConLD,171.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1200.0,290.0,3,0.0,1964,1964,2008,173000.0,12.061046873479915
1594,923225080,1040.0,0.0,0.0,NA,3,TwnhsE,3,1,0,0,4,271.0,769.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,CemntBd,CemntBd,0,0,0,PConc,1,7,499.0,2,3,1,3,Attchd,1040.0,0,GasA,3,1Story,1,2,Lvl,2,4224.0,Inside,3,0.0,120,RM,0.0,None,NA,0.0,6,5.0,MeadowV,100.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.0,0.0,1040.0,100.0,3,0.0,1975,1975,2008,124000.0,11.728036844587175
1595,923225150,616.0,688.0,0.0,NA,3,TwnhsE,3,2,0,0,4,264.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,CemntBd,CemntBd,0,4,1,PConc,1,7,336.0,1,3,3,3,BuiltIn,1304.0,1,GasA,2,2Story,1,2,Lvl,2,2665.0,Inside,3,0.0,160,RM,0.0,None,NA,0.0,6,5.0,MeadowV,24.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,4,1.3862943611198906,1.5,0.4494897427831779,264.0,165.0,3,141.0,1976,1976,2008,115000.0,11.652687407345388
1596,923225200,925.0,550.0,0.0,NA,4,TwnhsE,3,1,0,0,4,232.0,318.0,0.0,5,1,Y,Norm,Norm,4,0.0,2,2,CemntBd,CemntBd,0,3,1,PConc,2,7,336.0,1,3,1,3,Attchd,1475.0,0,GasA,2,2Story,1,2,Lvl,2,2665.0,Inside,3,0.0,160,RM,0.0,None,NA,0.0,5,4.0,MeadowV,26.0,6,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,550.0,118.0,3,92.0,1976,1976,2008,129500.0,11.771436160121729
1597,923225310,526.0,462.0,0.0,NA,2,TwnhsI,3,3,1,0,4,25.0,501.0,0.0,6,1,Y,Norm,Norm,4,0.0,3,2,CemntBd,CemntBd,0,0,0,CBlock,1,7,297.0,1,3,2,3,BuiltIn,988.0,0,GasA,3,SFoyer,1,2,Lvl,2,1974.0,Inside,3,0.0,180,RM,0.0,None,NA,0.0,6,5.0,MeadowV,101.0,6,3,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,526.0,221.0,3,120.0,1973,2006,2008,105000.0,11.56171562913966
1598,923225370,526.0,462.0,120.0,NA,1,TwnhsI,3,4,1,0,4,25.0,437.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,CemntBd,CemntBd,2,1,1,CBlock,1,7,297.0,1,3,2,3,BuiltIn,988.0,0,GasA,2,SLvl,1,2,Lvl,2,1596.0,Inside,3,0.0,180,RM,0.0,None,NA,0.0,7,6.0,MeadowV,101.0,5,3,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,4,1.3862943611198906,2.0,0.8284271247461903,462.0,221.0,3,0.0,1973,1973,2008,94900.0,11.460578984598019
1599,923227030,1160.0,0.0,0.0,NA,3,1Fam,3,1,1,0,3,328.0,785.0,0.0,5,1,Y,Norm,Norm,4,0.0,3,2,Plywood,Plywood,2,0,0,CBlock,1,7,257.0,1,3,1,3,Attchd,1160.0,0,GasA,4,1Story,1,3,Lvl,2,17979.0,Corner,2,0.0,020,RL,0.0,None,Shed,500.0,2,1.0,Mitchel,0.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1113.0,81.0,3,81.0,1968,1968,2008,152500.0,11.934919875029603
1600,923228080,546.0,546.0,0.0,NA,3,TwnhsI,3,1,0,0,3,188.0,358.0,0.0,6,1,Y,Norm,Norm,4,0.0,3,2,CemntBd,CemntBd,0,0,0,CBlock,2,7,0.0,0,0,0,0,NA,1092.0,1,GasA,4,2Story,1,2,Lvl,2,1477.0,Inside,3,0.0,160,RM,0.0,None,NA,0.0,3,2.0,MeadowV,0.0,8,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,546.0,187.0,3,187.0,1970,2007,2008,98000.0,11.49272275765271
1601,923228420,630.0,0.0,0.0,NA,1,TwnhsI,3,3,1,0,4,135.0,495.0,0.0,5,1,Y,Norm,Norm,4,0.0,3,2,CemntBd,CemntBd,0,0,0,CBlock,1,7,0.0,0,0,0,0,NA,630.0,0,GasA,3,SFoyer,1,2,Lvl,2,1890.0,Inside,3,0.0,180,RM,0.0,None,NA,0.0,6,5.0,MeadowV,0.0,6,3,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,3,1.0986122886681098,2.0,0.8284271247461903,630.0,88.0,3,88.0,1972,1972,2008,81000.0,11.302204433654575
1602,923250210,988.0,0.0,0.0,NA,2,1Fam,3,1,0,0,3,988.0,0.0,0.0,1,1,Y,Artery,Norm,3,0.0,2,2,HdBoard,HdBoard,0,0,0,CBlock,1,7,520.0,2,3,2,3,Attchd,988.0,0,GasA,4,1Story,1,2,HLS,1,21750.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,2,1.0,Mitchel,0.0,4,4,0,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,4,1.3862943611198906,1.0,0.0,988.0,0.0,3,0.0,1954,1954,2008,113000.0,11.635143097694478
1603,923252100,816.0,0.0,0.0,NA,2,1Fam,3,1,0,1,3,282.0,534.0,0.0,6,1,Y,Norm,Norm,4,0.0,3,2,VinylSd,VinylSd,2,0,0,CBlock,1,7,264.0,1,3,1,3,Attchd,816.0,0,GasA,4,1Story,1,2,Lvl,2,6490.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,4,3.0,Mitchel,0.0,6,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,4,1.3862943611198906,1.5,0.4494897427831779,816.0,315.0,3,315.0,1983,1983,2008,128500.0,11.763684183317412
1604,923275090,923.0,0.0,0.0,NA,3,1Fam,3,1,1,0,3,218.0,658.0,0.0,5,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,Plywood,3,0,0,CBlock,1,7,264.0,1,3,1,3,Attchd,923.0,0,GasA,2,1Story,1,2,Lvl,2,6951.0,CulDSac,2,0.0,020,RL,0.0,None,NA,0.0,10,9.0,Mitchel,0.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,876.0,362.0,3,362.0,1984,1985,2008,119500.0,11.691071650353702
1605,923277030,816.0,0.0,0.0,NA,3,1Fam,3,1,0,1,3,175.0,641.0,0.0,5,1,Y,Norm,Norm,4,0.0,3,3,VinylSd,VinylSd,3,5,1,CBlock,1,7,264.0,1,3,1,3,Attchd,816.0,0,GasA,4,1Story,1,3,Lvl,2,6600.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,10,9.0,Mitchel,0.0,8,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.5,0.4494897427831779,816.0,0.0,3,0.0,1982,2008,2008,130500.0,11.779128505744886
1606,923277040,816.0,0.0,0.0,NA,2,1Fam,4,1,1,0,3,0.0,816.0,0.0,6,1,Y,Norm,Norm,4,0.0,3,2,HdBoard,HdBoard,0,0,0,PConc,1,7,816.0,2,3,3,3,Detchd,816.0,0,GasA,4,1Story,1,2,Lvl,2,6600.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,6,5.0,Mitchel,0.0,7,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,4,1.3862943611198906,2.0,0.8284271247461903,816.0,0.0,3,0.0,1982,2003,2008,138000.0,11.835008964139341
1607,923277080,845.0,0.0,0.0,NA,3,1Fam,3,1,0,0,3,207.0,638.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,Plywood,0,0,0,CBlock,1,7,264.0,1,3,1,3,Attchd,845.0,0,GasA,3,1Story,1,3,Lvl,2,6600.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,7,6.0,Mitchel,0.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.0,0.0,845.0,0.0,3,0.0,1982,2005,2008,134500.0,11.809319478024031
1608,923400040,983.0,767.0,0.0,NA,4,1Fam,3,2,1,0,4,323.0,660.0,0.0,5,1,Y,Norm,Norm,4,156.0,2,2,VinylSd,VinylSd,0,0,0,CBlock,2,4,423.0,1,3,1,3,Attchd,1750.0,0,GasA,4,1.5Fin,1,2,Lvl,2,12508.0,Inside,2,0.0,050,RL,0.0,None,Shed,1300.0,7,6.0,Mitchel,0.0,6,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,983.0,401.0,3,245.0,1940,1985,2008,160000.0,11.982929094215963
1609,923426010,889.0,0.0,0.0,NA,3,1Fam,3,1,0,0,3,217.0,647.0,0.0,5,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,Plywood,0,0,0,CBlock,1,7,484.0,2,3,1,3,Attchd,889.0,0,GasA,2,1Story,1,2,Lvl,2,12395.0,Corner,3,0.0,020,RL,0.0,None,NA,0.0,4,3.0,Mitchel,0.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.0,0.0,864.0,0.0,3,0.0,1984,1984,2008,137500.0,11.831379196088763
1610,924100020,1168.0,800.0,0.0,NA,4,1Fam,3,3,0,1,3,29.0,562.0,193.0,5,2,Y,Norm,Norm,4,0.0,2,2,HdBoard,HdBoard,3,1,1,CBlock,2,5,530.0,2,3,2,3,Attchd,1968.0,1,GasA,4,2Story,1,2,Lvl,1,11075.0,Inside,2,0.0,060,RL,232.0,BrkFace,Shed,400.0,9,8.0,Mitchel,189.0,3,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,784.0,494.0,3,305.0,1969,1969,2008,172000.0,12.05524975579559
1611,1007100110,1150.0,686.0,0.0,NA,4,1Fam,3,1,0,0,3,686.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,Wd Sdng,Wd Sdng,0,0,0,BrkTil,2,3,288.0,1,2,1,3,Detchd,1836.0,0,GasA,4,2.5Unf,1,2,Low,2,56600.0,Inside,2,0.0,070,I,0.0,None,NA,0.0,1,0.0,IDOTRR,0.0,0,4,0,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,7,1.9459101490553132,2.0,0.8284271247461903,686.0,0.0,3,0.0,1900,1950,2008,103000.0,11.542484267211773
1612,526352080,1587.0,0.0,0.0,NA,3,1Fam,3,1,0,0,3,749.0,838.0,0.0,4,1,Y,Norm,Norm,4,0.0,2,2,MetalSd,MetalSd,0,4,1,CBlock,2,7,525.0,2,3,1,3,Attchd,1587.0,0,GasA,2,1Story,1,2,Lvl,2,10667.0,Inside,3,0.0,020,RL,302.0,BrkFace,NA,0.0,3,2.0,Names,44.0,5,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.0,0.8284271247461903,1587.0,44.0,3,0.0,1971,1971,2007,167300.0,12.027543886974914
1613,526352090,1277.0,0.0,0.0,NA,2,1Fam,4,4,1,0,3,499.0,778.0,0.0,6,1,Y,Norm,Norm,4,0.0,3,2,Plywood,Plywood,2,1,1,CBlock,1,7,526.0,2,3,1,3,Attchd,1277.0,0,GasA,2,1Story,1,2,Lvl,2,10628.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,4,3.0,Names,0.0,4,6,2,0.0,0,Tar&Grv,Flat,Normal,WD,176.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,1277.0,176.0,3,0.0,1970,1970,2007,167000.0,12.025749091398891
1614,526355170,2223.0,0.0,0.0,NA,3,1Fam,3,4,1,0,4,343.0,1880.0,0.0,5,1,Y,Norm,Norm,4,0.0,3,2,Plywood,Plywood,0,4,2,CBlock,2,7,516.0,2,3,3,3,Attchd,2223.0,0,GasA,4,1Story,1,2,Lvl,2,13651.0,Inside,2,0.0,020,RL,1115.0,BrkFace,NA,0.0,2,1.0,Names,0.0,5,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,3.0,1.4641016151377544,2223.0,300.0,3,300.0,1973,1973,2007,244000.0,12.404923504275338
1615,526355190,2217.0,0.0,0.0,NA,4,1Fam,4,4,1,0,3,1043.0,351.0,823.0,5,3,Y,Norm,Norm,4,0.0,3,3,Wd Sdng,Wd Sdng,0,3,1,PConc,2,7,621.0,2,3,1,3,Attchd,2217.0,0,GasA,4,1Story,1,3,Lvl,1,15865.0,Inside,2,0.0,020,RL,0.0,None,NA,0.0,10,9.0,Names,207.0,5,7,2,0.0,0,Tar&Grv,Flat,Normal,WD,224.0,Pave,8,2.0794415416798357,3.0,1.4641016151377544,2217.0,512.0,3,81.0,1970,1970,2007,268000.0,12.498742259492994
1616,527105140,847.0,886.0,0.0,NA,3,1Fam,3,4,0,0,4,847.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,433.0,2,3,3,3,BuiltIn,1733.0,1,GasA,4,2Story,1,3,Lvl,2,12394.0,Corner,2,0.0,060,RL,0.0,None,NA,0.0,10,9.0,Gilbert,48.0,4,6,2,0.0,0,CompShg,Gable,Family,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,847.0,148.0,3,100.0,2003,2003,2007,225000.0,12.323855681186558
1617,527107040,806.0,766.0,0.0,NA,3,1Fam,3,1,0,0,4,806.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,MetalSd,MetalSd,0,3,1,PConc,2,7,373.0,2,3,3,3,BuiltIn,1572.0,1,GasA,3,2Story,1,2,Lvl,2,10364.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,5,4.0,Gilbert,40.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,806.0,40.0,3,0.0,1995,1996,2007,168000.0,12.031719258385396
1618,527110080,794.0,676.0,0.0,NA,3,1Fam,3,3,0,1,4,612.0,182.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,PConc,2,7,388.0,2,3,3,3,Attchd,1470.0,0,GasA,3,2Story,1,2,Lvl,2,13869.0,Corner,1,0.0,060,RL,0.0,None,NA,0.0,7,6.0,Gilbert,75.0,5,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,794.0,75.0,3,0.0,1997,1997,2007,177000.0,12.083905011555967
1619,527110120,916.0,684.0,0.0,NA,3,1Fam,3,3,0,0,4,916.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,3,1,PConc,2,7,460.0,2,3,3,3,Attchd,1600.0,1,GasA,3,2Story,1,2,HLS,2,8773.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,8,7.0,Gilbert,38.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,916.0,138.0,3,100.0,1997,1997,2007,169000.0,12.037653993905211
1620,527110130,754.0,630.0,0.0,NA,3,1Fam,3,1,0,0,4,384.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,3,1,PConc,2,7,390.0,2,3,3,3,BuiltIn,1384.0,1,GasA,3,SLvl,1,2,HLS,2,8872.0,Inside,2,0.0,080,RL,0.0,None,NA,0.0,3,2.0,Gilbert,0.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,384.0,0.0,3,0.0,1997,1997,2007,161500.0,11.992260421644849
1621,527126030,1652.0,0.0,0.0,NA,2,TwnhsE,3,3,1,0,4,298.0,1196.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,CemntBd,CemntBd,0,0,0,PConc,2,7,499.0,2,3,2,3,Attchd,1652.0,0,GasA,4,1Story,1,4,Lvl,2,5330.0,Inside,3,0.0,120,RL,0.0,None,NA,0.0,8,7.0,StoneBr,48.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1494.0,144.0,3,96.0,2000,2000,2007,251000.0,12.43320821811392
1622,527158090,924.0,770.0,0.0,NA,3,1Fam,3,1,0,0,4,206.0,186.0,0.0,2,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,HdBoard,3,3,1,PConc,2,7,398.0,2,3,3,3,BuiltIn,1694.0,1,GasA,3,SLvl,1,2,Lvl,2,10147.0,CulDSac,2,0.0,080,RL,32.0,BrkFace,NA,0.0,3,2.0,Gilbert,64.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,392.0,320.0,3,256.0,1994,1994,2007,160000.0,11.982929094215963
1623,527161090,947.0,767.0,0.0,NA,3,1Fam,3,1,1,0,4,52.0,871.0,0.0,5,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,3,1,PConc,2,7,451.0,2,3,3,3,Attchd,1714.0,1,GasA,3,2Story,1,2,Lvl,2,8637.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,4,3.0,Gilbert,48.0,4,5,2,0.0,0,CompShg,Gable,Abnorml,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,923.0,304.0,3,256.0,1999,2000,2007,180000.0,12.100712129872347
1624,527162080,691.0,862.0,0.0,NA,3,1Fam,3,1,0,0,4,277.0,414.0,0.0,3,1,Y,Norm,Norm,4,0.0,2,3,HdBoard,HdBoard,0,0,0,PConc,2,7,420.0,2,3,3,3,Attchd,1553.0,1,GasA,3,2Story,1,3,Lvl,2,7875.0,Inside,3,0.0,060,RL,0.0,None,NA,0.0,8,7.0,Gilbert,44.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,691.0,44.0,3,0.0,1996,1996,2007,178750.0,12.093743460556254
1625,527162090,1253.0,0.0,0.0,NA,3,1Fam,4,1,0,0,4,1237.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,HdBoard,0,3,1,PConc,2,7,402.0,2,3,3,3,Attchd,1253.0,0,GasA,3,1Story,1,2,Lvl,2,7875.0,Inside,3,0.0,020,RL,38.0,BrkFace,NA,0.0,6,5.0,Gilbert,21.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1237.0,241.0,3,220.0,1995,1996,2007,176000.0,12.078239274020289
1626,527162140,957.0,1342.0,0.0,NA,5,1Fam,3,1,0,0,4,938.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,3,1,PConc,3,7,482.0,2,3,3,3,Attchd,2299.0,1,GasA,4,2Story,1,2,Lvl,2,7500.0,Inside,3,0.0,060,RL,0.0,None,NA,0.0,8,7.0,Gilbert,30.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,938.0,218.0,3,188.0,1999,2003,2007,204000.0,12.225875272826354
1627,527163080,1187.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1168.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,HdBoard,0,0,0,PConc,2,7,420.0,2,3,2,3,Attchd,1187.0,0,GasA,3,1Story,1,3,Lvl,2,9556.0,Corner,2,0.0,020,RL,52.0,BrkFace,NA,0.0,8,7.0,Gilbert,21.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1168.0,21.0,3,0.0,1992,1993,2007,160000.0,11.982929094215963
